"","term","gene"
"2796","SEVERE COMBINED IMMUNODEFICIENCY WITH SENSITIVITY TO IONIZINGRADIATION","64421"
"2797","PALMOPLANTAR KERATODERMA, NAGASHIMA TYPE","8710"
"2798","MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITHRENAL TUBULOPATHY)","50484"
"2799","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS,AUTOSOMAL DOMINANT 5","50484"
"2800","DEAFNESS, AUTOSOMAL RECESSIVE 108","4919"
"2801","HEPARIN COFACTOR II DEFICIENCY","3053"
"2802","AICARDI-GOUTIERES SYNDROME 3","84153"
"2803","CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMASYNDROME","9342"
"2804","GIL BLOOD GROUP","360"
"2805","POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS","5297"
"2806","IMMUNODEFICIENCY 18","916"
"2807","FUNDUS ALBIPUNCTATUSRETINITIS PUNCTATA ALBESCENS, INCLUDED","6017"
"2808","FUNDUS ALBIPUNCTATUSRETINITIS PUNCTATA ALBESCENS, INCLUDED","6010"
"2809","FUNDUS ALBIPUNCTATUSRETINITIS PUNCTATA ALBESCENS, INCLUDED","5959"
"2810","FUNDUS ALBIPUNCTATUSRETINITIS PUNCTATA ALBESCENS, INCLUDED","5961"
"2811","BOTHNIA RETINAL DYSTROPHY","6017"
"2812","NEWFOUNDLAND ROD-CONE DYSTROPHY","6017"
"2813","ALPHA-2-PLASMIN INHIBITOR DEFICIENCY","5345"
"2814","RETINITIS PIGMENTOSA 56","50939"
"2815","MACULAR DYSTROPHY, VITELLIFORM, 5","50939"
"2816","CORNELIA DE LANGE SYNDROME 3","9126"
"2817","DELAYED SLEEP PHASE DISORDER, SUSCEPTIBILITY TO","15"
"2818","DELAYED SLEEP PHASE DISORDER, SUSCEPTIBILITY TO","1407"
"2819","NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY","2348"
"2820","TETRAAMELIA SYNDROME 2","340419"
"2821","HUMEROFEMORAL HYPOPLASIA WITH RADIOTIBIAL RAY DEFICIENCY","340419"
"2822","CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 3","6935"
"2823","CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 6","6935"
"2824","CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASEDEFICIENCY 2","1355"
"2825","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI","667"
"2826","EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2","667"
"2827","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 4","6812"
"2828","MYOPATHY, MYOFIBRILLAR, 6","9531"
"2829","CARDIOMYOPATHY, DILATED, 1HH","9531"
"2830","LESCH-NYHAN SYNDROME","3251"
"2831","KELLEY-SEEGMILLER SYNDROME","3251"
"2832","PACHYONYCHIA CONGENITA 2","3872"
"2833","STEATOCYSTOMA MULTIPLEX","3872"
"2834","SPHEROCYTOSIS, TYPE 5","2038"
"2835","CILIARY DYSKINESIA, PRIMARY, 12","221421"
"2836","MENTAL RETARDATION, X-LINKED 90","1741"
"2837","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIg","9382"
"2838","SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 4","1438"
"2839","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3","894"
"2840","HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL DOMINANT","8074"
"2841","TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 2","8074"
"2842","SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 9","434"
"2843","BLOOD GROUP, JOHN MILTON HAGEN SYSTEM","8482"
"2844","HYPERMETHIONINEMIA WITH S-ADENOSYLHOMOCYSTEINE HYDROLASE DEFICIENCY","191"
"2845","MUCOPOLYSACCHARIDOSIS, TYPE II","3423"
"2846","DEAFNESS, AUTOSOMAL RECESSIVE 91","5269"
"2847","NAIL DISORDER, NONSYNDROMIC CONGENITAL, 4","343637"
"2848","HYPERPROLINEMIA, TYPE II","8659"
"2849","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","1154"
"2850","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","114609"
"2851","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","30835"
"2852","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","4159"
"2853","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","345611"
"2854","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","3458"
"2855","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","6347"
"2856","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","7097"
"2857","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","6556"
"2858","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","3431"
"2859","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED","3459"
"2860","BACTEREMIA, SUSCEPTIBILITY TO, 2","1154"
"2861","MACULAR DYSTROPHY, PATTERNED, 3","7867"
"2862","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 48","8120"
"2863","CARDIAC VALVULAR DEFECT, DEVELOPMENTAL","5337"
"2864","MEIER-GORLIN SYNDROME 6","51053"
"2865","LETHAL CONGENITAL CONTRACTURE SYNDROME 11","342035"
"2866","GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM,AND DYSMORPHIC FACIES","7707"
"2867","PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL DOMINANT","4306"
"2868","HYPERTENSION, EARLY-ONSET, AUTOSOMAL DOMINANT, WITH SEVERE EXACERBATIONIN PREGNANCY","4306"
"2869","HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO","5803"
"2870","HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO","3459"
"2871","DYGGVE-MELCHIOR-CLAUSEN DISEASE","54808"
"2872","SMITH-MCCORT DYSPLASIA 1","54808"
"2873","TREHALASE DEFICIENCY","11181"
"2874","CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F","59345"
"2875","JOUBERT SYNDROME 22","5147"
"2876","MENTAL RETARDATION, X-LINKED, SYNDROMIC 11","27316"
"2877","IMMUNODEFICIENCY, COMMON VARIABLE, 11","59067"
"2878","IMMUNODEFICIENCY 19","915"
"2879","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2","6792"
"2880","VASCULOPATHY, RETINAL, WITH CEREBRAL LEUKODYSTROPHY","11277"
"2881","AICARDI-GOUTIERES SYNDROME 1","11277"
"2882","CHILBLAIN LUPUS 1","11277"
"2883","CATARACT 46, JUVENILE-ONSET","221496"
"2884","HOLOPROSENCEPHALY 5","7546"
"2885","AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS","58484"
"2886","FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 4","58484"
"2887","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 36","79868"
"2888","AUTISM, SUSCEPTIBILITY TO, X-LINKED 4","139411"
"2889","AUTISM, SUSCEPTIBILITY TO, X-LINKED 4","9758"
"2890","MECKEL SYNDROME 13","84314"
"2891","OROFACIODIGITAL SYNDROME XVI","84314"
"2892","SECKEL SYNDROME 10","286053"
"2893","HAMAMY SYNDROME","10265"
"2894","SVEINSSON CHORIORETINAL ATROPHY","7003"
"2895","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 49","23258"
"2896","MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1","27247"
"2897","PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 2","50940"
"2898","IMMUNODEFICIENCY 54","4173"
"2899","RITSCHER-SCHINZEL SYNDROME 1","9897"
"2900","SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT","9897"
"2901","NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL LIMBANOMALIES","2186"
"2902","ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDEREDSTEROIDOGENESIS","5447"
"2903","ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS","5447"
"2904","ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS","2263"
"2905","DISORDERED STEROIDOGENESIS DUE TO CYTOCHROME P450 OXIDOREDUCTASE DEFICIENCY","5447"
"2906","KOHLSCHUTTER-TONZ SYNDROME","79641"
"2907","RETINOSCHISIS 1, X-LINKED, JUVENILE","6247"
"2908","SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE","92935"
"2909","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25","92935"
"2910","BILE ACID SYNTHESIS DEFECT, CONGENITAL, 6","8309"
"2911","LEUKEMIA, CHRONIC MYELOID","613"
"2912","LEUKEMIA, ACUTE LYMPHOBLASTIC","613"
"2913","LEUKEMIA, ACUTE LYMPHOBLASTIC","4683"
"2914","LEUKEMIA, ACUTE LYMPHOBLASTIC","6886"
"2915","LEUKEMIA, ACUTE LYMPHOBLASTIC","2782"
"2916","LEUKEMIA, ACUTE LYMPHOBLASTIC","2322"
"2917","LEUKEMIA, ACUTE LYMPHOBLASTIC","8021"
"2918","LEUKEMIA, ACUTE LYMPHOBLASTIC","6887"
"2919","BOHRING-OPITZ SYNDROME","171023"
"2920","VAN MALDERGEM SYNDROME 1","8642"
"2921","MITRAL VALVE PROLAPSE 2","8642"
"2922","SPERMATOGENIC FAILURE 10","124404"
"2923","LEBER CONGENITAL AMAUROSIS 4","23746"
"2924","CASPASE 8 DEFICIENCY","841"
"2925","MENTAL RETARDATION, AUTOSOMAL DOMINANT 7","1859"
"2926","ATTENTION DEFICIT-HYPERACTIVITY DISORDER","1815"
"2927","ATTENTION DEFICIT-HYPERACTIVITY DISORDER","1816"
"2928","NOVELTY SEEKING PERSONALITY TRAITRISK-TAKING BEHAVIOR, INCLUDED","1815"
"2929","IMMUNODEFICIENCY 17","917"
"2930","BARDET-BIEDL SYNDROME 12","166379"
"2931","HYPOGLYCEMIA, LEUCINE-INDUCED","6833"
"2932","HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 1","6833"
"2933","DIABETES MELLITUS, TRANSIENT NEONATAL, 2","6833"
"2934","MENTAL RETARDATION, X-LINKED 45","347344"
"2935","SPONDYLOMETAPHYSEAL DYSPLASIA, AXIAL","755"
"2936","RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA","755"
"2937","PEELING SKIN SYNDROME 5","5271"
"2938","MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 6","9512"
"2939","DEAFNESS, AUTOSOMAL RECESSIVE 104","9750"
"2940","CHRONIC ATRIAL AND INTESTINAL DYSRHYTHMIA","151648"
"2941","XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP B","2071"
"2942","TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE","2071"
"2943","CATARACT 12, MULTIPLE TYPES","8419"
"2944","PROTOPORPHYRIA, ERYTHROPOIETIC, 1","2235"
"2945","OTITIS MEDIA, SUSCEPTIBILITY TO","144568"
"2946","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 14","79068"
"2947","GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM","79068"
"2948","PREMATURE OVARIAN FAILURE 10","84515"
"2949","COENZYME Q10 DEFICIENCY, PRIMARY, 2","23590"
"2950","EPILEPSY, MYOCLONIC JUVENILE","114327"
"2951","EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1","114327"
"2952","LISSENCEPHALY 2","5649"
"2953","EPILEPSY, FAMILIAL TEMPORAL LOBE, 1","5649"
"2954","EPILEPSY, FAMILIAL TEMPORAL LOBE, 1","9211"
"2955","EPILEPSY, FAMILIAL TEMPORAL LOBE, 7","5649"
"2956","JOUBERT SYNDROME 7","23322"
"2957","MECKEL SYNDROME, TYPE 5","23322"
"2958","NAIL DISORDER, NONSYNDROMIC CONGENITAL, 3","5333"
"2959","SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME","8869"
"2960","MCKUSICK-KAUFMAN SYNDROME","8195"
"2961","BARDET-BIEDL SYNDROME 6","8195"
"2962","TAKENOUCHI-KOSAKI SYNDROME","998"
"2963","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIm","7355"
"2964","WEILL-MARCHESANI SYNDROME 1","81794"
"2965","LEUKODYSTROPHY, HYPOMYELINATING, 5","84668"
"2966","INSULINOMATOSIS AND DIABETES MELLITUS","389692"
"2967","MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE","1911"
"2968","TRICHORHINOPHALANGEAL SYNDROME, TYPE I","7227"
"2969","TRICHORHINOPHALANGEAL SYNDROME, TYPE III","7227"
"2970","HYPERLYSINEMIA, TYPE I","10157"
"2971","SACCHAROPINURIA","10157"
"2972","HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTICFACIES 3","93627"
"2973","HYPERCHLORHIDROSIS, ISOLATED","771"
"2974","AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM","83737"
"2975","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 23","84705"
"2976","DEAFNESS, AUTOSOMAL RECESSIVE 61","375611"
"2977","FEINGOLD SYNDROME 1","4613"
"2978","ANAUXETIC DYSPLASIA 2","10940"
"2979","OSTEOGENESIS IMPERFECTA, TYPE XIII","649"
"2980","BRACHYDACTYLY, TYPE C","8200"
"2981","CHONDRODYSPLASIA, GREBE TYPE","8200"
"2982","ACROMESOMELIC DYSPLASIA, HUNTER-THOMPSON TYPE","8200"
"2983","FIBULAR HYPOPLASIA AND COMPLEX BRACHYDACTYLY","8200"
"2984","MULTIPLE SYNOSTOSES SYNDROME 2","8200"
"2985","OSTEOARTHRITIS SUSCEPTIBILITY 5","8200"
"2986","BRACHYDACTYLY, TYPE A1, C","8200"
"2987","SYMPHALANGISM, PROXIMAL, 1B","8200"
"2988","ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY","4967"
"2989","HYPOTRICHOSIS 13","112802"
"2990","RETINITIS PIGMENTOSA 62","4117"
"2991","WOOLLY HAIR, AUTOSOMAL DOMINANT","121391"
"2992","HYPOTRICHOSIS 3","121391"
"2993","ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE","121391"
"2994","AL-RAQAD SYNDROME","28960"
"2995","DEAFNESS, AUTOSOMAL RECESSIVE 106","64787"
"2996","TYLOSIS WITH ESOPHAGEAL CANCER","79651"
"2997","CLEFT PALATE, CARDIAC DEFECTS, AND MENTAL RETARDATION","4212"
"2998","INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 1","114609"
"2999","INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 1","51135"
"3000","BACTEREMIA, SUSCEPTIBILITY TO, 1","114609"
"3001","DEAFNESS, AUTOSOMAL RECESSIVE 107","23558"
"3002","SENIOR-LOKEN SYNDROME 9","26146"
"3003","DENGUE VIRUS, SUSCEPTIBILITY TODENGUE FEVER, SUSCEPTIBILITY TO, INCLUDED","30835"
"3004","PONTOCEREBELLAR HYPOPLASIA, TYPE 1B","51010"
"3005","MYOPATHY, CENTRONUCLEAR, 5","10290"
"3006","MYOPATHY, CENTRONUCLEAR, 5","100996693"
"3007","LEUKODYSTROPHY, HYPOMYELINATING, 3","9255"
"3008","AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT","56262"
"3009","FRONTONASAL DYSPLASIA 1","257"
"3010","POLYENDOCRINE-POLYNEUROPATHY SYNDROME","23312"
"3011","DEAFNESS, AUTOSOMAL DOMINANT 71","23312"
"3012","APPARENT MINERALOCORTICOID EXCESS","3291"
"3013","EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME","166378"
"3014","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4K","6834"
"3015","DUANE RETRACTION SYNDROME 2","1123"
"3016","PARKINSON DISEASE 19A, JUVENILE-ONSET","9829"
"3017","EXFOLIATION SYNDROME","4016"
"3018","INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 1","6868"
"3019","ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME","29926"
"3020","FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2","401"
"3021","HYPOPARATHYROIDISM, FAMILIAL ISOLATED","9247"
"3022","HYPOPARATHYROIDISM, FAMILIAL ISOLATED","5741"
"3023","HYPERPARATHYROIDISM 4","9247"
"3024","OPSISMODYSPLASIA","3636"
"3025","EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 1","5530"
"3026","TROPICAL CALCIFIC PANCREATITIS","6690"
"3027","WEAVER SYNDROME","2146"
"3028","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 48","388662"
"3029","RECOMBINATION RATE QUANTITATIVE TRAIT LOCUS 1","285498"
"3030","CHROMOSOME Xq26.3 DUPLICATION SYNDROME","83550"
"3031","PITUITARY ADENOMA 2, GROWTH HORMONE-SECRETING","83550"
"3032","DENTIN DYSPLASIA, TYPE I","64094"
"3033","OSTEOGENESIS IMPERFECTA, TYPE VI","5176"
"3034","HYPOGONADOTROPIC HYPOGONADISM 22 WITH OR WITHOUT ANOSMIA","389549"
"3035","HERMANSKY-PUDLAK SYNDROME 10","8943"
"3036","ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 1","2707"
"3037","ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 1","127534"
"3038","ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 1","2697"
"3039","DEAFNESS, AUTOSOMAL RECESSIVE 1A","2707"
"3040","DEAFNESS, AUTOSOMAL RECESSIVE 1A","2706"
"3041","DEAFNESS, AUTOSOMAL RECESSIVE 1A","10804"
"3042","DEAFNESS, AUTOSOMAL DOMINANT 2B","2707"
"3043","PALMOPLANTAR KERATODERMA, MUTILATING, WITH PERIORIFICIAL KERATOTICPLAQUES","162514"
"3044","PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2","162514"
"3045","LEPTIN RECEPTOR DEFICIENCY","3953"
"3046","CRISPONI/COLD-INDUCED SWEATING SYNDROME 1","9244"
"3047","MULLERIAN APLASIA AND HYPERANDROGENISM","54361"
"3048","46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS","54361"
"3049","RETINITIS PIGMENTOSA 7","6094"
"3050","RETINITIS PIGMENTOSA 7","5961"
"3051","HYPERCALCEMIA, INFANTILE, 1","1591"
"3052","LYNCH SYNDROME I","5378"
"3053","LYNCH SYNDROME I","4436"
"3054","HOLOPROSENCEPHALY 3","6469"
"3055","SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR","6469"
"3056","MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 5","6469"
"3057","NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT SEIZURES AND GAITABNORMALITIES","2893"
"3058","STRIATONIGRAL DEGENERATION, CHILDHOOD-ONSET","55697"
"3059","MYOPATHY, MYOFIBRILLAR, 8","79912"
"3060","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 14","4624"
"3061","CARDIOMYOPATHY, DILATED, 1EE","4624"
"3062","ATRIAL SEPTAL DEFECT 3","4624"
"3063","SICK SINUS SYNDROME 3, SUSCEPTIBILITY TO","4624"
"3064","CANAVAN DISEASE","443"
"3065","MICROCEPHALY 22, PRIMARY, AUTOSOMAL RECESSIVE","23310"
"3066","PORPHYRIA, ACUTE INTERMITTENT","3145"
"3067","CHROMOSOME 5q DELETION SYNDROME","6208"
"3068","HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR WITHOUT IMMUNE-MEDIATEDPOLYNEUROPATHY","966"
"3069","GRISCELLI SYNDROME, TYPE 1","4644"
"3070","ICHTHYOSIS BULLOSA OF SIEMENS","3849"
"3071","ABLEPHARON-MACROSTOMIA SYNDROME","117581"
"3072","BARBER-SAY SYNDROME","117581"
"3073","FOCAL FACIAL DERMAL DYSPLASIA 3, SETLEIS TYPE","117581"
"3074","KLEEFSTRA SYNDROME 2","58508"
"3075","BRANCHIOOTORENAL SYNDROME 1","2138"
"3076","BRANCHIOOTORENAL SYNDROME 1","6495"
"3077","OTOFACIOCERVICAL SYNDROME 1","2138"
"3078","BRANCHIOOTIC SYNDROME 1","2138"
"3079","EPIDERMOLYTIC HYPERKERATOSIS","3848"
"3080","EPIDERMOLYTIC HYPERKERATOSIS","3858"
"3081","PALMOPLANTAR KERATODERMA, EPIDERMOLYTIC","3848"
"3082","PALMOPLANTAR KERATODERMA, EPIDERMOLYTIC","3857"
"3083","ICHTHYOSIS HYSTRIX, CURTH-MACKLIN TYPE","3848"
"3084","PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC","3848"
"3085","ICHTHYOSIS, CYCLIC, WITH EPIDERMOLYTIC HYPERKERATOSIS","3848"
"3086","ICHTHYOSIS, CYCLIC, WITH EPIDERMOLYTIC HYPERKERATOSIS","3858"
"3087","KERATOSIS PALMOPLANTARIS STRIATA III","3848"
"3088","HETEROTAXY, VISCERAL, 1, X-LINKED","7547"
"3089","VACTERL ASSOCIATION, X-LINKED, WITH OR WITHOUT HYDROCEPHALUS","7547"
"3090","VACTERL ASSOCIATION, X-LINKED, WITH OR WITHOUT HYDROCEPHALUS","2187"
"3091","HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION,AND CATARACTS","83700"
"3092","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 30","150094"
"3093","ECTODERMAL DYSPLASIA, HYPOHIDROTIC, WITH IMMUNE DEFICIENCY","8517"
"3094","ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH IMMUNODEFICIENCY,OSTEOPETROSIS, AND LYMPHEDEMA","8517"
"3095","IMMUNODEFICIENCY WITHOUT ANHIDROTIC ECTODERMAL DYSPLASIA","8517"
"3096","IMMUNODEFICIENCY 33","8517"
"3097","INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 2","8517"
"3098","INCONTINENTIA PIGMENTI","8517"
"3099","WILMS TUMOR 6","5978"
"3100","FIBROMATOSIS, GINGIVAL, 5","5978"
"3101","GLASS SYNDROME","23314"
"3102","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC),SUSCEPTIBILITY TO, 7","3661"
"3103","CORNELIA DE LANGE SYNDROME 4","5885"
"3104","CORNEAL DYSTROPHY, EPITHELIAL BASEMENT MEMBRANE","7045"
"3105","CORNEAL DYSTROPHY, GROENOUW TYPE I","7045"
"3106","CORNEAL DYSTROPHY, LATTICE TYPE I","7045"
"3107","CORNEAL DYSTROPHY, THIEL-BEHNKE TYPE","7045"
"3108","CORNEAL DYSTROPHY, AVELLINO TYPE","7045"
"3109","CORNEAL DYSTROPHY, REIS-BUCKLERS TYPE","7045"
"3110","CORNEAL DYSTROPHY, LATTICE TYPE IIIA","7045"
"3111","ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO","203"
"3112","WHITE SPONGE NEVUS 1","3851"
"3113","RETINAL ARTERIAL MACROANEURYSM WITH SUPRAVALVULAR PULMONIC STENOSIS","3490"
"3114","NEPHROTIC SYNDROME, TYPE 1","4868"
"3115","DEAFNESS, AUTOSOMAL RECESSIVE 12","491"
"3116","DEAFNESS, AUTOSOMAL RECESSIVE 12","64072"
"3117","YT BLOOD GROUP ANTIGEN","43"
"3118","MENTAL RETARDATION, AUTOSOMAL DOMINANT 38","1917"
"3119","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 33","1917"
"3120","DIAPHYSEAL MEDULLARY STENOSIS WITH MALIGNANT FIBROUS HISTIOCYTOMA","4507"
"3121","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 45","2560"
"3122","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iaa","116150"
"3123","MENTAL RETARDATION, AUTOSOMAL DOMINANT 55, WITH SEIZURES","116150"
"3124","MENTAL RETARDATION, AUTOSOMAL DOMINANT 34","10087"
"3125","MENTAL RETARDATION, AUTOSOMAL DOMINANT 6, WITH OR WITHOUT SEIZURES","2904"
"3126","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 27","2904"
"3127","PULMONARY VENOOCCLUSIVE DISEASE 2, AUTOSOMAL RECESSIVE","440275"
"3128","GALLOWAY-MOWAT SYNDROME 4","112858"
"3129","DUBIN-JOHNSON SYNDROME","1244"
"3130","SECKEL SYNDROME 9","10293"
"3131","STUVE-WIEDEMANN SYNDROME","3977"
"3132","CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION","5921"
"3133","PARKES WEBER SYNDROME","5921"
"3134","CILIARY DYSKINESIA, PRIMARY, 21","92749"
"3135","ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY","2539"
"3136","SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, ANDDEVELOPMENTAL DELAY","372"
"3137","SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5","3300"
"3138","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2T","3300"
"3139","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2T","4311"
"3140","RETINITIS PIGMENTOSA 38","10461"
"3141","CONE-ROD DYSTROPHY 5","83394"
"3142","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2B","8291"
"3143","MIYOSHI MUSCULAR DYSTROPHY 1","8291"
"3144","MYOPATHY, DISTAL, WITH ANTERIOR TIBIAL ONSET","8291"
"3145","DEAFNESS, AUTOSOMAL RECESSIVE 98","54084"
"3146","THROMBOCYTOPENIA 6","6714"
"3147","WIEDEMANN-STEINER SYNDROME","4297"
"3148","MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2","1029"
"3149","MELANOMA-ASTROCYTOMA SYNDROME","1029"
"3150","MELANOMA-PANCREATIC CANCER SYNDROME","1029"
"3151","PILOMATRIXOMA","1499"
